a	434	550
a	17	654
a	70	62
a	478	66
a	592	46
a	661	267
a	69	434
a	5	76
a	307	376
a	546	187
a	166	434
a	403	221
a	363	384
a	236	62
a	115	142
a	560	222
a	44	166
a	430	360
a	64	244
a	259	400
a	323	371
a	698	208
a	229	119
a	44	16
a	318	76
a	245	455
a	254	147
a	254	420
a	254	355
a	180	212
a	377	352
a	538	173
a	213	498
a	83	282
a	392	104
a	189	311
a	189	225
a	165	151
a	131	163
a	83	249
a	547	47
a	169	339
a	163	105
a	233	433
a	334	140
a	212	405
a	671	81
a	496	362
a	285	738
a	201	342
a	41	115
a	235	96
a	627	627
a	182	602
a	199	776
a	160	63
a	541	215
a	129	346
a	405	108
a	665	174
a	106	550
a	58	160
a	2	57
a	339	38
a	160	189
a	47	263
a	189	20
a	388	104
a	3	520
a	254	445
a	295	268
a	74	459
a	620	290
a	198	165
a	146	299
a	162	295
a	314	221
a	377	149
a	18	86
a	427	427
a	191	5
a	74	312
a	379	61
a	48	261
a	450	128
a	13	305
a	352	789
a	498	8
a	157	383
a	181	157
a	215	314
a	19	430
a	8	569
a	366	531
a	39	480
a	342	351
a	412	411
a	450	515
a	610	56
a	430	765
a	366	18
a	28	722
a	28	38
a	337	437
a	371	51
a	160	138
a	587	2
a	361	29
a	96	113
a	124	353
a	187	363
a	114	405
a	231	377
a	155	130
a	495	218
a	482	438
a	171	5
a	170	543
a	306	825
a	160	329
a	826	826
a	482	497
a	389	395
a	87	236
a	337	5
a	283	58
a	201	395
a	370	25
a	452	830
a	105	474
a	393	71
a	493	522
a	222	222
a	351	352
a	253	316
a	338	107
a	397	368
a	4	826
a	126	586
a	86	326
a	333	176
a	20	715
a	84	115
a	593	205
a	832	586
a	103	392
a	329	137
a	815	5
a	249	427
a	665	303
a	129	351
a	826	193
a	118	51
a	121	543
a	64	440
a	358	12
a	815	80
a	458	172
a	157	149
a	557	83
a	481	285
a	115	816
a	243	64
a	391	182
a	608	266
a	160	3
a	271	305
a	183	473
a	166	210
a	81	303
a	438	336
a	480	221
a	375	480
a	82	168
a	280	426
a	480	74
a	155	95
a	519	316
a	508	62
a	317	221
a	318	183
a	214	128
a	89	54
a	184	121
a	101	97
a	124	706
a	272	21
a	460	57
a	166	137
a	255	366
a	121	282
a	125	99
a	526	498
a	362	81
a	81	362
a	197	27
a	513	166
a	820	243
a	823	661
a	34	28
a	543	249
a	504	441
a	340	325
a	28	229
a	280	169
a	148	180
a	301	818
a	55	738
a	169	128
a	493	600
a	426	306
a	44	51
a	443	251
a	655	167
a	170	280
a	356	69
a	494	310
a	448	62
a	206	290
a	430	211
a	600	129
a	57	243
a	88	285
a	526	714
a	5	209
a	249	550
a	828	45
a	272	84
a	306	538
a	245	486
a	14	419
a	465	519
a	569	501
a	777	340
a	465	14
a	271	303
a	96	474
a	533	262
a	154	107
a	845	845
a	181	383
a	430	856
a	84	623
a	301	25
a	533	408
a	96	234
a	208	4
a	51	79
a	662	86
a	515	167
a	271	408
a	372	64
a	167	290
a	106	372
a	96	10
a	106	454
a	865	2
a	533	15
a	96	101
a	142	147
a	146	166
a	215	64
a	181	6
a	121	242
a	748	121
a	113	36
a	809	89
a	424	393
a	209	543
a	13	79
a	447	273
a	885	728
a	143	142
a	460	167
a	64	249
a	333	83
a	537	53
a	53	389
a	53	394
a	249	366
a	65	357
a	434	283
a	340	282
a	394	295
a	756	431
a	299	299
a	698	2
a	458	413
a	387	393
a	359	7
a	165	121
a	373	194
a	82	730
a	82	93
a	276	276
a	284	203
a	242	238
a	173	107
a	300	367
a	615	474
a	371	174
a	28	172
a	97	640
a	275	511
a	405	290
a	13	342
a	409	171
a	169	89
a	151	494
a	417	409
a	160	533
a	859	166
a	58	86
a	161	754
a	243	241
a	306	51
a	211	754
a	31	361
a	60	177
a	169	172
a	82	458
a	172	251
a	340	546
a	199	288
a	251	361
a	366	30
a	62	856
a	791	612
a	552	121
a	160	264
a	149	381
a	252	546
a	420	235
a	609	30
a	3	832
a	121	125
a	898	481
a	89	515
a	548	434
a	295	16
a	80	459
a	395	121
a	504	699
a	504	502
a	371	288
a	429	107
a	232	201
a	178	232
a	166	81
a	512	162
a	95	232
a	80	367
a	303	909
a	665	55
a	409	504
a	128	343
a	3	685
a	548	381
a	106	80
a	375	154
a	841	312
a	389	317
a	211	15
a	363	422
a	234	494
a	388	280
a	847	919
a	83	481
a	464	128
a	5	236
a	303	87
a	927	926
a	283	932
a	832	252
a	377	120
a	18	424
a	79	166
a	14	797
a	62	281
a	518	513
a	548	62
a	16	304
a	150	378
a	939	232
a	92	400
a	290	130
a	886	665
a	206	107
a	209	924
a	924	209
a	215	460
a	220	220
a	351	5
a	312	177
a	450	105
a	38	165
a	142	129
a	333	950
a	366	950
a	859	105
a	419	63
a	614	614
a	13	255
a	355	513
a	18	419
a	481	949
a	19	360
a	747	615
a	40	318
a	108	155
a	936	484
a	165	753
a	5	420
a	153	493
a	153	58
a	86	87
a	44	359
a	506	107
a	242	303
a	859	243
a	971	554
a	63	826
a	6	193
a	133	443
a	252	5
a	455	35
a	546	963
a	253	418
a	422	131
a	655	28
a	86	822
a	963	927
a	339	818
a	488	487
a	169	531
a	85	146
a	11	699
a	541	249
a	345	350
a	500	699
a	350	851
a	546	44
a	211	513
a	932	106
a	300	187
a	255	160
a	611	278
a	152	271
a	135	5
a	235	963
a	550	480
a	457	92
a	895	114
a	301	216
a	95	6
a	376	985
a	419	180
a	60	215
a	154	236
a	980	367
a	393	152
a	252	117
a	355	106
a	20	301
a	953	23
a	970	51
a	970	917
a	737	737
a	285	425
a	160	200
a	93	28
a	93	545
a	602	238
a	281	105
a	549	104
a	82	373
a	470	986
a	480	601
a	82	172
a	748	129
a	187	932
a	238	92
a	163	932
a	359	44
a	963	950
a	207	107
a	473	489
a	11	300
a	173	932
a	252	932
a	947	947
a	226	225
a	300	662
a	65	352
a	301	423
a	271	400
a	278	789
a	826	63
a	82	563
a	409	506
a	170	513
a	249	548
a	133	181
a	103	182
a	295	717
a	321	392
a	429	166
a	560	313
a	287	494
a	526	221
a	280	420
a	212	641
a	68	366
a	47	925
a	409	151
a	621	160
a	160	346
a	460	440
a	388	249
a	13	297
d	139	15
d	233	238
d	75	40
d	280	203
d	86	205
d	113	47
d	123	338
d	429	448
d	64	91
d	105	393
d	121	105
d	412	252
d	134	482
d	196	167
d	278	180
d	223	86
d	160	377
d	429	428
d	58	2
d	385	385
d	282	559
d	115	252
d	438	6
d	437	27
d	209	303
d	96	339
d	87	626
d	401	425
d	211	249
d	103	296
d	492	144
d	165	129
d	495	365
d	165	25
d	245	62
d	132	211
d	413	214
d	62	662
d	80	663
d	82	68
d	5	527
d	181	60
d	160	153
d	389	295
d	424	263
d	473	434
d	64	376
d	370	85
d	142	236
d	667	549
d	698	305
d	99	353
d	5	669
d	15	269
d	115	280
d	131	717
d	174	424
d	331	166
d	440	447
d	329	363
d	424	109
d	154	105
d	369	630
d	520	4
d	25	38
d	147	316
d	61	264
d	142	74
d	455	417
d	57	481
d	305	54
d	256	132
d	397	64
d	226	212
d	397	397
d	434	166
d	277	231
d	377	382
d	266	265
d	286	56
d	247	506
d	183	280
d	361	62
d	210	489
d	21	314
d	314	21
d	352	546
d	61	533
d	513	92
d	466	265
d	87	615
d	353	708
d	87	106
d	327	327
d	82	493
d	430	14
d	318	245
d	249	495
d	447	335
d	352	60
d	82	107
d	165	245
d	155	211
d	7	700
d	409	184
d	409	25
d	285	55
d	243	243
d	160	90
d	356	108
d	363	518
d	356	474
d	138	2
d	358	331
d	83	96
d	180	434
d	498	529
d	107	494
d	58	615
d	548	531
d	157	321
d	328	328
d	163	62
d	355	283
d	21	550
d	211	408
d	7	498
d	422	601
d	206	205
d	523	280
d	546	249
d	160	548
d	647	21
d	270	28
d	82	353
d	68	16
d	57	4
d	87	547
d	665	212
d	114	767
d	13	197
d	160	333
d	816	165
d	301	473
d	7	86
d	457	421
d	366	165
d	54	809
d	255	63
d	371	355
d	2	845
d	159	460
d	60	378
d	64	271
d	96	427
d	125	100
d	84	729
d	17	405
d	308	6
d	82	454
d	86	584
d	183	245
d	438	440
d	11	441
d	11	22
d	17	341
d	28	107
d	366	10
d	166	820
d	114	366
d	278	681
d	162	283
d	546	474
d	34	39
d	198	128
d	55	698
d	183	145
d	698	738
d	533	440
d	809	685
d	572	593
d	44	856
d	23	333
d	430	308
d	459	362
d	61	465
d	65	840
d	17	153
d	329	576
d	30	24
d	308	16
d	362	820
d	265	529
d	776	204
d	425	457
d	333	533
d	457	426
d	533	28
d	695	249
d	167	130
d	350	320
d	280	13
d	221	546
d	379	628
d	438	5
d	66	48
d	131	832
d	179	60
d	299	590
d	470	151
d	887	20
d	87	426
d	64	438
d	4	252
d	489	305
d	10	64
d	113	62
d	411	88
d	285	107
d	166	54
d	306	169
d	327	328
d	160	892
d	209	411
d	366	285
d	84	235
d	61	250
d	171	172
d	204	776
d	60	393
d	333	438
d	483	851
d	211	88
d	261	75
d	61	95
d	21	146
d	259	536
d	106	259
d	183	411
d	504	421
d	31	82
d	917	206
d	184	582
d	832	859
d	47	135
d	498	51
d	275	176
d	275	526
d	549	459
d	931	927
d	305	604
d	205	93
d	377	163
d	304	424
d	209	909
d	107	139
d	269	107
d	956	183
d	249	765
d	377	959
d	169	261
d	367	24
d	211	21
d	166	212
d	184	311
d	107	856
d	86	55
d	87	21
d	756	533
d	83	513
d	492	678
d	83	546
d	544	82
d	932	453
d	42	372
d	963	643
d	172	820
d	506	86
d	710	272
d	537	21
d	93	361
d	5	55
d	552	515
d	82	438
d	42	459
d	991	812
d	495	278
d	859	132
d	156	321
d	194	252
d	932	420
d	419	121
d	268	340
d	1000	918
d	213	823
d	326	325
d	925	981
d	607	471
d	87	45
d	420	520
a	23	38
a	123	123
a	180	130
a	56	58
a	74	225
a	233	238
a	40	251
a	75	261
a	46	273
a	21	10
a	191	350
a	362	44
a	265	264
a	68	21
a	183	282
a	408	408
a	296	296
a	195	2
a	418	299
a	9	421
a	115	436
a	414	414
a	438	35
a	84	82
a	333	62
a	455	375
a	393	381
a	291	291
a	290	484
a	145	121
a	329	478
a	121	212
a	81	107
a	282	16
a	181	104
a	300	160
a	184	81
a	306	107
a	133	557
a	412	252
a	96	170
a	181	150
a	232	284
a	3	4
a	223	86
a	29	51
a	98	99
a	259	74
a	285	174
a	285	155
a	128	128
a	29	32
a	45	269
a	424	82
a	61	213
a	14	178
a	236	159
a	82	531
a	520	63
a	50	48
a	146	0
a	62	173
a	86	83
a	34	38
a	320	616
a	136	89
a	368	52
a	521	554
a	275	515
a	212	147
a	211	57
a	409	118
a	412	305
a	429	45
a	249	441
a	492	144
a	180	621
a	495	106
a	64	14
a	103	352
a	115	96
a	349	191
a	653	653
a	84	433
a	13	306
a	301	244
a	467	434
a	404	84
a	141	496
a	669	669
a	263	455
a	480	106
a	160	147
a	40	75
a	85	370
a	106	340
a	543	542
a	131	366
a	635	126
a	695	316
a	304	96
a	165	128
a	99	353
a	568	290
a	296	256
a	42	106
a	134	554
a	218	17
a	424	74
a	521	553
a	371	340
a	38	48
a	128	143
a	372	366
a	244	234
a	474	494
a	23	417
a	27	28
a	27	721
a	160	361
a	8	672
a	36	165
a	338	336
a	114	444
a	165	29
a	148	191
a	408	6
a	458	568
a	121	18
a	643	48
a	243	507
a	14	277
a	0	18
a	116	96
a	40	23
a	259	92
a	7	510
a	361	171
a	251	135
a	738	55
a	231	203
a	256	132
a	698	58
a	429	429
a	114	171
a	24	494
a	277	232
a	277	231
a	720	608
a	480	92
a	245	116
a	172	128
a	280	232
a	65	581
a	145	462
a	392	86
a	478	111
a	338	211
a	506	430
a	516	102
a	450	482
a	566	707
a	726	152
a	352	546
a	199	65
a	450	62
a	288	654
a	82	767
a	322	592
a	760	15
a	213	707
a	434	46
a	180	350
a	560	48
a	64	420
a	121	46
a	92	530
a	121	183
a	81	671
a	254	81
a	362	6
a	71	121
a	494	141
a	212	163
a	62	83
a	282	441
a	69	550
a	185	768
a	185	101
a	196	16
a	339	79
a	541	420
a	173	41
a	417	48
a	152	365
a	163	249
a	56	56
a	7	700
a	369	88
a	610	472
a	405	490
a	20	127
a	290	160
a	321	295
a	450	183
a	357	671
a	160	90
a	802	172
a	568	568
a	80	137
a	275	178
a	63	54
a	494	197
a	498	608
a	551	509
a	262	122
a	455	115
a	16	518
a	549	64
a	377	764
a	342	191
a	62	233
a	32	27
a	340	160
a	331	260
a	107	19
a	331	29
a	481	138
a	563	14
a	338	32
a	160	340
a	726	189
a	726	316
a	401	129
a	430	8
a	250	160
a	22	686
a	290	99
a	160	183
a	17	282
a	183	493
a	48	367
a	13	135
a	681	342
a	355	16
a	243	411
a	116	329
a	116	32
a	419	495
a	264	12
a	132	236
a	418	183
a	373	166
a	481	698
a	356	91
a	498	267
a	250	113
a	450	544
a	329	476
a	12	570
a	570	12
a	815	685
a	498	499
a	231	289
a	28	31
a	157	394
a	157	321
a	434	340
a	569	9
a	224	365
a	707	73
a	28	26
a	806	89
a	38	35
a	271	58
a	481	271
a	528	305
a	32	361
a	206	167
a	498	9
a	96	369
a	424	78
a	591	62
a	332	499
a	5	411
a	133	183
a	820	196
a	466	358
a	720	707
a	30	31
a	249	28
a	172	64
a	495	170
a	161	358
a	160	169
a	420	81
a	249	152
a	441	282
a	129	789
a	523	280
a	58	288
a	142	84
a	73	268
a	412	59
a	245	165
a	316	160
a	424	99
a	751	128
a	455	96
a	424	93
a	160	281
a	21	253
a	51	820
a	323	768
a	453	615
a	47	47
a	377	464
a	664	93
a	221	1
a	417	251
a	487	332
a	339	170
a	333	77
a	273	2
a	720	765
a	730	160
a	80	815
a	820	434
a	121	290
a	182	320
a	427	47
a	211	582
a	776	391
a	201	5
a	5	201
a	301	473
a	615	147
a	94	206
a	30	764
a	187	74
a	261	455
a	183	413
a	167	122
a	543	129
a	323	618
a	24	37
a	814	262
a	458	142
a	183	520
a	83	173
a	518	249
a	435	160
a	498	74
a	82	147
a	841	376
a	307	226
a	160	466
a	313	73
a	434	210
a	58	434
a	531	165
a	845	63
a	356	62
a	211	81
a	81	169
a	255	303
a	255	137
a	820	346
a	281	412
a	322	448
a	129	160
a	372	62
a	438	339
a	5	141
a	608	441
a	420	362
a	17	255
a	17	366
a	273	216
a	508	189
a	183	318
a	155	183
a	333	142
a	459	74
a	20	223
a	568	450
a	201	215
a	230	74
a	818	533
a	87	545
a	847	847
a	638	169
a	847	455
a	526	280
a	56	685
a	125	618
a	358	141
a	28	339
a	301	445
a	121	88
a	293	11
a	59	809
a	183	308
a	160	856
a	128	44
a	160	10
a	231	206
a	333	366
a	290	531
a	102	64
a	290	419
a	500	332
a	198	204
a	84	444
a	271	809
a	537	189
a	674	569
a	65	425
a	190	473
a	61	389
a	141	6
a	865	865
a	358	459
a	61	758
a	96	327
a	420	69
a	719	397
a	434	828
a	533	302
a	533	173
a	280	483
a	211	683
a	404	533
a	196	231
a	845	865
a	530	533
a	244	210
a	419	199
a	533	541
a	44	699
a	533	310
a	385	231
a	141	81
a	685	6
a	776	204
a	619	57
a	619	303
a	564	356
a	564	63
a	533	877
a	107	162
a	560	341
a	174	250
a	533	28
a	12	498
a	841	397
a	6	79
a	27	878
a	64	197
a	481	59
a	544	62
a	5	718
a	661	362
a	8	86
a	249	187
a	6	181
a	337	6
a	417	32
a	549	218
a	65	169
a	157	174
a	590	299
a	455	58
a	537	526
a	53	486
a	333	36
a	377	166
a	35	464
a	86	28
a	254	254
a	525	359
a	420	669
a	86	94
a	210	107
a	706	523
a	57	195
a	399	457
a	318	160
a	371	208
a	232	498
a	812	665
a	137	6
a	615	144
a	52	397
a	177	656
a	166	221
a	150	191
a	397	546
a	411	88
a	573	44
a	719	157
a	353	249
a	612	71
a	30	37
a	546	77
a	880	57
a	306	10
a	663	551
a	167	257
a	347	191
a	115	900
a	859	880
a	303	301
a	243	412
a	263	301
a	376	378
a	504	569
a	298	42
a	366	285
a	84	425
a	426	62
a	61	250
a	434	221
a	411	537
a	533	518
a	129	162
a	210	513
a	900	169
a	98	353
a	4	169
a	60	387
a	446	461
a	114	655
a	419	462
a	164	2
a	211	88
a	123	95
a	371	155
a	129	430
a	55	285
a	165	75
a	252	114
a	63	859
a	541	15
a	252	234
a	303	412
a	80	340
a	411	183
a	121	87
a	880	80
a	917	776
a	917	41
a	918	918
a	847	114
a	582	667
a	300	269
a	121	86
a	89	305
a	256	263
a	591	83
a	162	412
a	381	380
a	281	424
a	494	588
a	810	244
a	582	582
a	464	847
a	38	321
a	353	937
a	418	467
a	133	106
a	546	30
a	160	717
a	81	3
a	210	927
a	180	820
a	641	106
a	235	930
a	169	375
a	424	950
a	615	422
a	152	440
a	481	107
a	86	765
a	445	86
a	333	516
a	933	429
a	459	295
a	15	404
a	153	820
a	48	678
a	212	434
a	107	859
a	509	189
a	232	457
a	303	242
a	187	155
a	951	913
a	971	412
a	971	973
a	859	826
a	971	452
a	183	281
a	812	282
a	371	170
a	409	357
a	68	107
a	608	498
a	710	509
a	976	919
a	93	464
a	342	278
a	272	710
a	430	86
a	492	678
a	160	809
a	434	607
a	544	82
a	88	271
a	547	443
a	262	301
a	238	498
a	480	550
a	480	418
a	963	404
a	498	238
a	411	114
a	167	908
a	167	200
a	466	231
a	126	812
a	494	296
a	153	984
a	921	63
a	859	963
a	155	44
a	129	161
a	411	988
a	420	186
a	87	326
a	309	85
a	309	314
a	980	757
a	411	511
a	533	154
a	509	958
a	981	547
a	856	573
a	375	105
a	226	301
a	42	209
a	490	256
a	80	230
a	990	4
a	900	5
a	17	696
a	160	82
a	170	183
a	254	518
a	473	35
a	523	618
a	323	4
a	473	355
a	859	932
a	440	365
a	506	452
a	300	118
a	156	122
a	282	932
a	922	487
a	27	953
a	87	42
a	473	201
a	265	161
a	65	176
a	122	468
a	177	409
a	340	932
a	448	421
a	812	826
a	246	141
a	473	80
a	283	3
a	803	193
a	166	166
a	5	690
a	707	213
a	599	481
a	106	28
a	12	638
a	560	218
a	271	513
a	113	556
a	245	329
a	89	924
a	46	812
a	42	343
a	496	922
a	420	218
a	533	607
d	96	24
d	106	249
d	263	263
d	129	270
d	101	101
d	64	229
d	341	316
d	191	122
d	353	354
d	58	162
d	132	411
d	50	71
d	105	249
d	265	19
d	481	55
d	199	196
d	20	495
d	168	515
d	173	518
d	6	157
d	531	340
d	114	245
d	133	128
d	13	118
d	250	394
d	421	496
d	387	198
d	174	16
d	114	28
d	462	561
d	473	19
d	41	280
d	474	258
d	204	377
d	469	258
d	45	371
d	590	40
d	581	139
d	133	170
d	408	516
d	213	359
d	152	364
d	59	3
d	380	680
d	222	188
d	557	232
d	611	486
d	106	690
d	126	211
d	48	113
d	56	532
d	351	377
d	258	357
d	562	497
d	21	107
d	280	377
d	484	83
d	128	167
d	129	14
d	81	550
d	510	8
d	108	357
d	306	723
d	377	167
d	328	494
d	161	161
d	492	152
d	64	61
d	283	495
d	14	493
d	232	440
d	263	419
d	283	181
d	389	296
d	377	548
d	377	491
d	148	262
d	17	654
d	438	261
d	420	174
d	681	345
d	183	410
d	214	21
d	173	462
d	14	196
d	282	373
d	283	249
d	107	106
d	63	411
d	462	106
d	434	183
d	121	58
d	201	199
d	408	58
d	160	212
d	450	420
d	318	326
d	489	405
d	163	82
d	233	654
d	405	227
d	462	21
d	11	21
d	223	366
d	189	533
d	434	441
d	44	434
d	535	482
d	280	172
d	108	300
d	57	2
d	325	96
d	160	520
d	5	408
d	184	301
d	7	213
d	466	374
d	272	448
d	96	131
d	16	355
d	74	313
d	379	283
d	347	347
d	13	38
d	404	105
d	3	411
d	131	101
d	4	142
d	58	371
d	454	107
d	160	79
d	562	498
d	106	222
d	129	694
d	816	170
d	361	165
d	527	547
d	2	738
d	385	376
d	211	365
d	253	21
d	81	82
d	338	107
d	666	441
d	332	525
d	4	57
d	444	333
d	160	381
d	259	69
d	434	200
d	434	167
d	63	272
d	183	16
d	334	274
d	510	9
d	662	371
d	327	105
d	285	183
d	376	719
d	314	365
d	211	169
d	170	31
d	404	154
d	443	245
d	183	509
d	54	89
d	183	611
d	80	121
d	58	166
d	506	434
d	494	366
d	121	68
d	147	513
d	86	508
d	214	280
d	280	18
d	847	47
d	482	777
d	828	16
d	434	11
d	493	562
d	249	208
d	500	504
d	366	443
d	198	199
d	537	1
d	83	44
d	845	520
d	183	302
d	549	818
d	549	467
d	526	121
d	681	133
d	287	68
d	14	426
d	695	129
d	305	516
d	845	845
d	269	579
d	448	274
d	177	113
d	499	332
d	442	455
d	62	169
d	142	269
d	0	238
d	278	365
d	83	333
d	283	367
d	61	347
d	860	455
d	828	107
d	173	107
d	371	174
d	187	160
d	166	218
d	756	225
d	147	13
d	84	411
d	199	288
d	251	361
d	754	293
d	662	323
d	236	121
d	647	256
d	820	150
d	162	50
d	735	269
d	107	142
d	189	189
d	413	526
d	765	430
d	917	199
d	820	918
d	23	820
d	389	585
d	411	208
d	438	27
d	859	845
d	30	263
d	927	237
d	408	192
d	484	484
d	16	311
d	5	572
d	301	170
d	4	138
d	128	940
d	231	466
d	886	665
d	88	210
d	160	501
d	809	301
d	377	65
d	145	163
d	23	953
d	437	482
d	284	642
d	165	753
d	612	152
d	282	411
d	971	321
d	125	166
d	880	305
d	947	181
d	215	114
d	188	170
d	976	423
d	211	949
d	581	308
d	685	194
d	756	74
d	548	607
d	747	513
d	30	721
d	447	933
d	974	94
d	300	187
d	478	325
d	44	459
d	457	92
d	271	301
d	922	280
d	460	490
d	5	728
d	321	390
d	459	226
d	73	560
d	101	581
d	949	949
d	166	234
d	411	405
d	546	252
d	756	183
d	932	495
d	156	906
d	409	177
d	80	473
d	464	450
d	851	214
a	214	180
a	175	252
a	115	170
a	281	281
a	280	270
a	191	122
a	363	365
a	263	114
a	252	304
a	362	293
a	195	194
a	86	205
a	190	184
a	213	320
a	355	256
a	115	438
a	138	137
a	216	216
a	142	187
a	375	474
a	375	328
a	481	58
a	450	440
a	3	2
a	68	62
a	7	44
a	362	498
a	168	515
a	104	321
a	466	498
a	196	41
a	64	89
a	370	40
a	288	70
a	29	34
a	91	474
a	217	366
a	86	223
a	174	371
a	135	96
a	14	430
a	569	566
a	451	496
a	159	237
a	159	244
a	35	28
a	5	53
a	169	165
a	74	188
a	189	473
a	52	595
a	337	336
a	158	237
a	157	156
a	55	59
a	263	443
a	3	58
a	375	96
a	438	450
a	128	51
a	34	35
a	158	210
a	133	201
a	320	160
a	209	183
a	269	269
a	211	62
a	96	57
a	96	619
a	486	486
a	190	509
a	58	4
a	6	195
a	136	464
a	139	428
a	303	137
a	323	323
a	629	316
a	495	129
a	466	267
a	637	637
a	108	108
a	526	403
a	171	417
a	40	245
a	234	209
a	165	482
a	115	63
a	139	446
a	262	656
a	223	74
a	444	455
a	79	581
a	80	663
a	72	20
a	161	569
a	170	123
a	84	404
a	389	295
a	236	269
a	0	268
a	174	121
a	408	285
a	589	434
a	142	236
a	273	46
a	460	473
a	635	63
a	48	444
a	48	547
a	695	222
a	170	64
a	160	35
a	128	165
a	428	461
a	356	107
a	21	107
a	115	280
a	183	353
a	188	508
a	255	712
a	128	167
a	249	147
a	430	160
a	417	438
a	46	448
a	662	404
a	96	92
a	412	683
a	461	446
a	80	243
a	13	329
a	338	136
a	58	175
a	424	429
a	351	350
a	474	87
a	231	60
a	160	380
a	533	266
a	210	242
a	333	417
a	333	47
a	154	105
a	31	36
a	183	357
a	121	296
a	377	468
a	377	228
a	133	114
a	592	334
a	147	316
a	234	159
a	14	284
a	360	359
a	183	81
a	176	381
a	89	304
a	283	395
a	177	229
a	85	312
a	358	406
a	433	364
a	720	266
a	474	90
a	160	318
a	210	256
a	210	83
a	175	58
a	115	82
a	57	286
a	366	758
a	115	455
a	233	612
a	592	428
a	14	196
a	169	337
a	65	65
a	21	715
a	21	44
a	375	89
a	65	199
a	506	441
a	107	106
a	82	184
a	106	329
a	356	612
a	192	4
a	513	92
a	707	267
a	155	106
a	420	654
a	266	7
a	82	1
a	121	420
a	82	114
a	121	23
a	183	256
a	146	779
a	318	361
a	212	303
a	498	141
a	544	212
a	82	107
a	164	272
a	5	21
a	452	452
a	189	667
a	552	208
a	83	214
a	280	83
a	233	282
a	173	87
a	292	231
a	169	495
a	493	615
a	444	464
a	290	272
a	788	788
a	349	349
a	462	20
a	63	41
a	665	137
a	535	482
a	215	541
a	681	681
a	187	69
a	339	116
a	58	533
a	529	11
a	312	225
a	129	543
a	142	226
a	200	65
a	191	528
a	225	331
a	342	167
a	329	80
a	57	138
a	358	331
a	160	611
a	498	265
a	108	183
a	164	535
a	360	7
a	132	5
a	409	590
a	58	738
a	366	184
a	568	256
a	725	245
a	101	404
a	518	434
a	160	232
a	16	105
a	13	290
a	74	313
a	379	320
a	48	48
a	62	518
a	379	64
a	179	103
a	489	365
a	698	211
a	165	23
a	429	273
a	126	126
a	376	283
a	376	295
a	681	191
a	447	498
a	450	377
a	283	355
a	124	354
a	400	106
a	265	570
a	142	82
a	440	457
a	57	408
a	335	592
a	2	809
a	495	405
a	720	332
a	424	114
a	380	182
a	321	351
a	82	783
a	482	318
a	366	160
a	167	218
a	106	222
a	553	482
a	783	82
a	492	5
a	522	563
a	393	145
a	494	68
a	54	738
a	253	106
a	253	315
a	424	132
a	768	124
a	279	160
a	562	438
a	160	285
a	314	161
a	334	448
a	209	365
a	536	229
a	245	485
a	333	474
a	776	342
a	269	145
a	331	74
a	376	389
a	58	803
a	486	168
a	131	481
a	52	537
a	438	93
a	57	815
a	182	391
a	121	281
a	12	358
a	268	223
a	303	340
a	661	11
a	85	151
a	131	57
a	530	293
a	531	365
a	285	271
a	253	62
